transactionPrice,winner,N
147.21000000000004,1,3
200.45999999999992,3,3
187.78999999999996,3,3
149.98,2,3
167.74000000000004,2,3
162.75999999999996,3,3
146.95,3,3
168.35999999999999,2,3
207.74999999999997,2,3
149.71,3,3
145.25,3,3
147.64999999999998,3,3
138.46000000000004,3,3
197.74999999999997,3,3
161.27000000000004,2,3
146.44,3,3
160.73999999999998,2,3
173.72000000000003,2,3
146.65999999999997,3,3
142.84,1,3
150.96,1,3
160.64000000000001,3,3
169.92999999999998,2,3
165.87000000000003,3,3
185.12,2,3
150.66000000000005,3,3
187.01000000000002,3,3
172.52000000000007,3,3
155.57999999999998,3,3
145.98,3,3
133.17999999999998,2,3
166.13,3,3
152.01999999999998,3,3
180.75000000000006,1,3
192.57999999999998,3,3
174.43000000000004,3,3
156.09,3,3
131.03000000000003,1,3
163.3000000000001,3,3
150.99000000000004,2,3
166.45000000000005,3,3
167.31999999999996,3,3
128.57000000000002,1,3
167.54999999999995,3,3
180.0299999999999,3,3
135.03,1,3
177.32,1,3
169.08999999999997,3,3
151.99000000000004,3,3
168.88000000000002,1,3
175.82999999999998,3,3
176.57000000000002,3,3
182.1200000000001,2,3
168.6,1,3
143.11999999999998,3,3
156.04,3,3
159.49999999999994,2,3
181.60999999999996,3,3
128.04999999999998,3,3
150.77999999999997,1,3
189.9600000000001,3,3
175.0,3,3
174.68000000000004,2,3
154.52,2,3
161.97999999999996,1,3
169.95999999999995,2,3
148.81,3,3
147.16,2,3
145.87999999999997,1,3
158.54,1,3
173.45999999999998,3,3
152.9,3,3
136.43,3,3
130.6,1,3
142.36999999999998,3,3
157.66,2,3
148.72,2,3
140.59000000000003,1,3
157.20999999999998,1,3
189.54999999999998,1,3
156.36999999999998,1,3
125.51,3,3
151.10000000000005,3,3
176.45,1,3
163.62000000000003,1,3
146.60000000000002,2,3
140.72,1,3
185.67999999999992,1,3
150.97000000000003,1,3
152.18999999999997,3,3
144.40999999999997,1,3
156.00000000000003,3,3
152.31999999999996,3,3
186.04000000000005,3,3
167.70000000000005,1,3
164.46,3,3
165.78,1,3
158.23999999999995,2,3
137.12999999999997,3,3
142.76000000000002,3,3
188.74999999999997,1,3
173.57000000000002,3,3
171.61000000000004,2,3
161.92,3,3
146.13,2,3
163.12000000000006,2,3
155.10999999999996,2,3
136.51999999999995,1,3
136.26,3,3
178.26000000000005,3,3
123.6,1,3
192.1099999999999,1,3
149.19,3,3
154.32000000000002,3,3
140.52000000000004,3,3
166.94000000000003,3,3
176.49000000000004,3,3
113.21999999999998,2,3
191.94000000000003,2,3
157.36,2,3
163.23999999999998,3,3
154.37999999999997,3,3
151.81000000000003,3,3
126.84,1,3
130.27999999999997,3,3
167.11000000000004,3,3
115.08000000000001,3,3
132.07000000000002,3,3
151.59,3,3
155.98999999999998,3,3
154.07999999999998,2,3
147.82999999999998,1,3
164.95,2,3
175.79000000000002,3,3
142.71,1,3
138.2,3,3
135.76,3,3
121.76,3,3
182.41000000000003,3,3
160.15000000000006,1,3
173.78999999999996,1,3
141.42,1,3
156.23000000000005,3,3
165.73000000000002,3,3
145.03,2,3
156.67000000000002,1,3
173.77999999999997,3,3
168.87000000000003,3,3
163.17999999999998,3,3
171.43,3,3
153.51999999999998,3,3
132.42000000000004,3,3
135.25999999999996,1,3
154.17,3,3
177.2,3,3
132.82,3,3
179.83000000000004,3,3
165.15,1,3
188.07,3,3
170.64000000000004,1,3
168.82999999999996,3,3
151.12,3,3
184.19999999999996,2,3
163.41000000000005,2,3
215.92999999999998,3,3
148.64,1,3
172.69,3,3
176.19000000000003,3,3
158.63000000000002,3,3
154.95000000000002,2,3
153.80999999999995,2,3
169.36999999999995,3,3
169.32,3,3
178.74,3,3
176.0000000000001,1,3
169.98,3,3
160.01,3,3
146.8,2,3
143.39000000000001,2,3
196.77999999999994,3,3
174.35000000000005,2,3
160.49000000000004,3,3
156.45999999999998,3,3
165.44000000000003,1,3
129.2,3,3
175.52000000000007,3,3
162.00999999999996,3,3
203.98,3,3
168.3199999999999,3,3
153.75999999999996,1,3
140.04999999999998,1,3
143.79,3,3
190.22000000000008,3,3
142.53000000000003,1,3
168.42999999999998,1,3
149.48,3,3
179.06,3,3
124.63,2,3
205.28000000000003,3,3
158.63000000000002,1,3
139.02,2,3
155.53999999999996,3,3
124.32000000000001,3,3
169.60999999999999,1,3
203.35000000000008,3,3
175.76,3,3
178.7,3,3
118.85,3,3
174.45999999999998,3,3
186.19,2,3
168.85,3,3
155.02999999999997,3,3
141.45,2,3
138.89000000000001,3,3
154.23999999999992,1,3
198.97000000000003,2,3
166.79000000000002,3,3
119.82000000000001,3,3
154.1,3,3
175.99,1,3
114.21000000000001,3,3
159.3,3,3
166.02999999999997,3,3
160.84,3,3
162.49,2,3
130.54,3,3
172.88000000000008,3,3
160.00000000000003,3,3
164.32999999999996,1,3
147.04999999999995,3,3
168.82000000000005,3,3
173.73999999999998,2,3
145.32000000000002,2,3
170.77999999999997,3,3
180.45999999999998,3,3
143.02999999999997,1,3
182.39999999999995,3,3
179.10999999999996,3,3
119.27,3,3
160.34999999999997,1,3
163.38,1,3
140.14000000000001,2,3
151.75999999999993,3,3
171.60999999999996,2,3
160.35000000000002,3,3
161.54,3,3
178.97999999999996,3,3
178.49,3,3
150.29999999999998,1,3
156.82000000000002,3,3
174.52999999999997,3,3
159.53,3,3
177.50000000000006,3,3
163.35,3,3
193.32999999999998,3,3
186.79,2,3
138.32,2,3
136.62,3,3
165.24,3,3
165.93,1,3
203.75,3,3
189.06000000000003,1,3
166.31,2,3
151.50000000000003,2,3
114.13000000000001,3,3
175.58999999999997,2,3
159.54999999999995,2,3
166.4400000000001,3,3
175.21000000000004,3,3
174.35,3,3
174.03,1,3
164.97000000000003,3,3
176.57000000000002,3,3
175.77999999999994,1,3
157.12000000000003,3,3
161.92999999999998,1,3
179.30999999999997,1,3
146.17000000000004,2,3
179.07999999999998,1,3
179.32000000000008,3,3
113.96,3,3
185.94999999999996,1,3
129.09999999999997,3,3
167.57000000000002,1,3
143.53,3,3
181.35,2,3
126.39000000000001,3,3
191.98,3,3
172.86999999999998,3,3
126.34,3,3
180.80000000000004,1,3
187.94999999999996,3,3
187.23999999999998,3,3
165.48000000000002,1,3
145.59,3,3
138.42999999999998,3,3
171.33999999999997,2,3
177.98,3,3
165.24999999999994,3,3
192.66999999999996,3,3
128.29000000000002,3,3
154.92999999999998,3,3
131.01,3,3
127.00000000000003,3,3
167.23,2,3
177.45999999999992,1,3
178.81,3,3
159.46,3,3
137.07000000000002,3,3
152.82,3,3
158.25999999999996,3,3
137.72,3,3
160.52999999999997,1,3
180.28,3,3
157.95000000000005,3,3
160.88000000000005,3,3
140.85000000000002,3,3
145.66,3,3
168.36,3,3
151.66999999999996,3,3
170.23,3,3
173.84,2,3
134.06,1,3
169.42,3,3
183.25999999999993,3,3
168.45,2,3
157.20999999999998,3,3
159.07,3,3
187.17000000000002,1,3
160.63,1,3
123.80000000000001,3,3
143.01,1,3
160.59,3,3
175.07999999999998,3,3
140.58,1,3
140.47,2,3
166.60000000000002,1,3
164.71,3,3
152.57,1,3
160.07999999999996,2,3
152.9,3,3
131.39000000000001,3,3
162.92,3,3
156.35999999999999,3,3
172.25000000000003,3,3
166.78000000000006,3,3
152.29,3,3
163.74,2,3
173.35,3,3
125.16999999999997,3,3
124.13999999999999,3,3
190.11999999999998,2,3
181.65,3,3
162.52000000000004,3,3
165.41,3,3
151.86,3,3
159.71000000000006,3,3
140.95000000000002,2,3
152.67999999999998,3,3
184.79999999999993,3,3
169.16,3,3
171.45000000000002,3,3
151.32000000000002,3,3
141.76,1,3
184.95000000000005,1,3
173.19,3,3
164.66,3,3
146.01000000000002,3,3
167.67999999999998,3,3
169.15000000000006,3,3
141.97000000000006,3,3
169.83999999999995,1,3
188.46000000000004,3,3
159.57000000000005,3,3
174.75000000000003,3,3
171.96000000000004,3,3
188.70999999999995,2,3
192.9799999999999,1,3
210.03000000000003,1,3
128.84,3,3
178.49000000000004,2,3
166.22000000000003,3,3
160.14,3,3
143.3,1,3
139.21000000000004,3,3
141.67000000000002,2,3
158.17,2,3
172.69,3,3
183.04,3,3
161.58,1,3
157.3,3,3
141.64999999999998,3,3
163.67000000000002,1,3
162.78,2,3
164.1,2,3
163.02999999999997,3,3
179.01,3,3
162.91999999999996,3,3
168.72,3,3
170.85999999999999,2,3
157.63000000000002,3,3
148.89,3,3
187.73,3,3
152.48999999999998,1,3
170.49999999999997,2,3
192.60999999999999,3,3
150.80999999999997,2,3
143.39999999999998,3,3
191.75000000000003,3,3
148.54,3,3
166.47,1,3
160.15999999999997,1,3
154.85,3,3
140.87,2,3
182.26000000000002,2,3
178.93000000000006,3,3
148.05999999999997,1,3
145.23999999999998,3,3
140.54,3,3
154.17,3,3
144.54000000000005,3,3
158.81000000000003,3,3
177.10999999999999,2,3
141.28999999999996,1,3
128.51000000000002,3,3
150.54000000000005,3,3
152.21000000000006,2,3
167.16999999999993,2,3
174.50000000000003,3,3
147.3,2,3
178.38000000000005,1,3
166.06,2,3
178.24000000000004,3,3
142.07000000000002,2,3
160.97999999999996,2,3
159.77,2,3
179.82,3,3
183.64999999999998,1,3
203.99,1,3
148.72,3,3
157.86999999999998,3,3
111.14000000000003,1,3
138.42000000000002,3,3
185.69000000000003,3,3
182.62000000000006,3,3
155.52999999999997,2,3
152.01000000000002,3,3
163.23999999999998,3,3
152.85999999999999,3,3
154.3,2,3
148.69,2,3
152.45,3,3
166.95999999999998,1,3
156.38,2,3
160.72000000000006,3,3
197.44000000000005,3,3
157.48,3,3
136.48000000000002,2,3
162.42000000000004,1,3
147.62000000000003,3,3
157.0,3,3
161.07999999999993,2,3
167.1,3,3
171.71,3,3
179.69,3,3
179.95000000000007,2,3
163.52999999999997,2,3
154.95000000000005,3,3
137.09,3,3
199.45000000000002,3,3
201.85999999999999,3,3
129.22,3,3
208.24000000000007,1,3
151.43,3,3
140.98000000000002,3,3
149.22,2,3
152.04999999999998,3,3
166.43999999999994,3,3
150.99000000000004,1,3
165.04000000000002,3,3
151.41999999999996,3,3
185.79000000000005,1,3
178.58000000000007,1,3
157.02000000000004,3,3
130.55999999999997,3,3
131.2,2,3
171.35000000000002,3,3
158.18999999999997,1,3
128.07000000000002,3,3
143.20000000000002,3,3
162.48,3,3
132.47000000000003,2,3
137.85000000000005,3,3
162.24,3,3
171.56,3,3
184.25999999999996,3,3
192.86,3,3
139.82000000000002,3,3
161.67,3,3
164.89000000000001,3,3
161.11,1,3
168.46999999999997,2,3
176.45,3,3
180.89,3,3
155.27,1,3
134.67,3,3
161.14000000000001,3,3
183.68999999999997,3,3
168.99000000000004,2,3
150.26,3,3
167.11000000000004,3,3
160.01999999999998,3,3
153.04,3,3
150.72000000000003,3,3
186.85000000000002,3,3
133.49,3,3
161.96999999999997,3,3
164.58999999999997,3,3
163.46000000000004,3,3
142.49999999999994,3,3
144.31,2,3
156.3,2,3
129.52000000000004,3,3
191.15,3,3
176.60000000000005,1,3
171.66000000000003,3,3
166.59000000000003,1,3
169.52999999999997,3,3
125.45000000000002,1,3
178.04999999999998,1,3
150.37,3,3
153.4300000000001,1,3
139.94999999999996,2,3
155.25,3,3
178.29,3,3
143.98000000000002,1,3
150.95999999999998,3,3
155.4,2,3
194.72999999999996,3,3
160.69999999999996,3,3
112.12,3,3
127.23,3,3
156.80000000000004,1,3
157.25,1,3
132.13000000000002,3,3
136.21999999999997,3,3
135.85999999999996,3,3
169.21000000000006,1,3
153.86999999999998,1,3
186.71000000000004,3,3
125.34000000000002,3,3
165.81000000000006,3,3
155.76000000000002,3,3
180.68999999999994,3,3
171.48999999999998,3,3
151.11,3,3
156.19,1,3
166.39000000000001,2,3
168.68,2,3
155.20999999999998,3,3
195.76,3,3
192.51999999999995,2,3
136.04999999999998,3,3
162.87999999999997,3,3
136.11999999999995,3,3
144.48,3,3
183.11,3,3
143.72000000000003,3,3
140.54999999999998,3,3
128.37,3,3
151.73,3,3
142.20999999999998,3,3
182.08999999999997,1,3
157.82,3,3
169.73,3,3
169.17999999999995,3,3
167.34,3,3
175.08,3,3
170.36999999999998,3,3
172.82000000000005,1,3
162.88,3,3
209.22,3,3
169.23999999999995,2,3
190.63999999999996,2,3
146.89000000000004,1,3
142.34000000000003,3,3
158.10000000000002,3,3
179.15,3,3
177.23,1,3
182.64000000000004,3,3
185.19000000000005,2,3
160.46999999999997,3,3
141.07,2,3
154.61999999999998,2,3
149.38000000000002,2,3
186.05,3,3
175.48,2,3
163.82,2,3
151.10999999999999,3,3
172.90999999999994,1,3
171.47999999999996,3,3
162.57,3,3
134.05,3,3
162.20999999999998,1,3
156.71,2,3
190.23000000000008,1,3
164.91,3,3
178.71,3,3
146.72,3,3
188.85000000000005,2,3
167.95,1,3
154.59,2,3
144.33,3,3
179.70000000000002,3,3
150.96,3,3
185.35000000000002,3,3
161.17999999999998,3,3
166.0,3,3
188.95000000000005,3,3
153.64000000000001,3,3
125.13,3,3
174.87,3,3
146.64,3,3
174.68999999999997,3,3
154.34,3,3
158.99999999999994,3,3
178.66000000000005,3,3
171.64000000000001,3,3
143.59,3,3
163.13000000000005,3,3
138.23,3,3
175.37999999999997,2,3
189.57,2,3
185.94,2,3
173.84000000000003,2,3
151.82999999999998,3,3
162.26,3,3
159.65,3,3
182.59,1,3
147.23,3,3
136.20999999999998,3,3
143.38,3,3
166.51999999999998,3,3
161.51999999999995,2,3
143.18999999999994,2,3
148.38999999999993,3,3
173.73,3,3
145.63,3,3
176.45000000000002,3,3
149.54000000000002,3,3
153.08,3,3
167.50999999999993,3,3
181.86999999999992,3,3
126.52000000000002,3,3
164.85000000000005,3,3
173.03999999999994,3,3
157.78,1,3
172.81999999999996,3,3
159.55999999999997,3,3
177.95999999999998,3,3
117.21000000000001,1,3
215.59000000000003,3,3
124.91000000000001,3,3
158.74000000000004,2,3
172.38000000000005,3,3
146.09,1,3
184.81000000000003,2,3
175.19000000000005,3,3
168.17,1,3
182.48,3,3
155.08999999999992,3,3
182.69,2,3
169.95000000000002,3,3
148.21000000000004,3,3
137.54999999999998,3,3
176.18999999999997,3,3
136.99999999999997,3,3
155.01,3,3
178.45000000000002,3,3
165.48000000000008,3,3
176.43000000000006,1,3
152.65999999999994,2,3
147.66999999999996,1,3
153.47,3,3
170.97000000000003,1,3
139.13000000000002,1,3
142.57,3,3
156.59999999999994,1,3
158.10999999999999,3,3
140.87,3,3
150.87999999999997,3,3
154.69,3,3
145.79,3,3
181.12,3,3
171.69,2,3
155.36,2,3
161.71,3,3
156.17000000000002,3,3
134.60999999999999,3,3
170.34,1,3
161.63000000000002,2,3
135.6,3,3
150.97000000000003,3,3
166.27999999999997,1,3
135.29,3,3
145.84000000000003,1,3
149.70999999999998,3,3
199.93,3,3
120.50000000000001,3,3
155.8,1,3
157.12,2,3
142.59,3,3
176.55999999999997,1,3
167.62,3,3
184.88,1,3
133.51,3,3
156.80000000000004,3,3
129.39999999999998,3,3
167.92999999999998,2,3
144.54999999999995,3,3
142.93,1,3
169.16000000000005,1,3
152.3,2,3
134.46,3,3
147.26,3,3
163.99999999999994,3,3
139.46,3,3
182.98999999999995,3,3
154.34,3,3
182.51,2,3
155.85000000000002,2,3
160.09,3,3
155.71000000000004,3,3
164.50000000000003,3,3
143.72,3,3
146.20999999999992,3,3
165.15,3,3
146.48,3,3
137.32999999999996,3,3
183.12,2,3
158.45999999999998,3,3
179.39999999999995,2,3
154.71,2,3
147.04999999999998,1,3
166.40999999999997,1,3
147.87,3,3
133.03,1,3
135.25,3,3
159.45000000000007,2,3
131.4,1,3
172.8900000000001,2,3
190.41,3,3
163.96,2,3
145.72000000000003,3,3
172.35999999999999,3,3
169.84,3,3
162.09,3,3
177.43,3,3
151.22999999999996,1,3
158.91,1,3
191.38,3,3
137.00000000000003,3,3
158.02999999999997,3,3
167.93,2,3
156.34999999999997,3,3
169.85999999999999,1,3
166.59999999999997,3,3
171.09000000000003,2,3
140.02999999999997,2,3
148.91000000000005,3,3
189.23000000000002,2,3
168.19000000000003,3,3
173.16,1,3
136.57,3,3
136.05,2,3
140.62999999999997,3,3
173.42,1,3
158.11,1,3
131.45000000000002,2,3
138.60000000000002,3,3
171.66000000000003,3,3
164.52999999999997,2,3
154.12999999999997,3,3
134.64999999999998,3,3
181.18000000000004,2,3
194.12,2,3
178.77000000000004,3,3
177.27999999999994,2,3
140.46,1,3
162.5,3,3
162.86999999999998,3,3
186.6,2,3
154.09999999999994,3,3
135.64000000000004,3,3
150.24,3,3
136.48999999999998,3,3
164.85999999999999,1,3
153.21999999999997,1,3
176.47,2,3
175.94000000000005,3,3
186.48999999999995,2,3
146.86,3,3
178.90000000000003,3,3
134.65999999999997,1,3
139.82999999999998,3,3
172.18,3,3
170.78000000000006,3,3
170.10000000000002,1,3
175.40999999999997,2,3
189.95999999999998,3,3
173.67000000000002,2,3
202.8,2,3
127.07000000000002,3,3
157.43,3,3
161.39999999999998,3,3
154.62,1,3
154.78000000000003,3,3
174.24999999999997,3,3
153.82999999999998,3,3
173.29999999999995,2,3
168.64000000000007,2,3
177.79999999999998,3,3
144.28,3,3
152.96,3,3
172.67000000000002,2,3
173.41000000000005,1,3
193.0399999999999,1,3
178.31000000000006,2,3
154.29000000000005,3,3
149.49999999999997,3,3
143.57,2,3
180.94,3,3
159.37999999999997,1,3
155.42999999999998,3,3
152.14,3,3
129.52999999999997,3,3
135.46999999999997,3,3
153.24,2,3
148.66000000000005,3,3
159.92000000000004,3,3
126.33000000000001,3,3
159.34,3,3
169.47999999999996,1,3
175.01000000000005,3,3
145.6,1,3
183.84,3,3
170.57,3,3
151.53999999999996,1,3
129.07999999999998,3,3
127.49000000000001,3,3
138.25999999999993,1,3
162.79000000000005,2,3
146.4,3,3
175.76,1,3
171.93,2,3
111.88,1,3
146.41999999999996,3,3
164.91000000000003,3,3
123.92999999999998,1,3
185.86,3,3
149.82,1,3
133.29999999999998,3,3
161.04999999999998,2,3
151.73000000000002,2,3
153.59,3,3
182.65999999999994,3,3
148.96,1,3
147.12,1,3
172.60000000000008,3,3
176.39,3,3
172.27000000000004,1,3
157.92999999999998,3,3
177.80999999999997,3,3
154.6,3,3
188.00999999999996,2,3
165.68999999999994,3,3
183.55,1,3
161.70000000000005,2,3
140.78,2,3
187.67999999999995,3,3
140.23999999999995,3,3
158.11,3,3
133.75999999999996,1,3
151.54000000000002,3,3
146.07,2,3
186.89999999999998,3,3
171.17999999999995,1,3
141.76000000000005,3,3
152.73,2,3
192.49999999999997,2,3
183.99999999999994,3,3
154.43,1,3
161.44,1,3
157.31000000000003,3,3
175.05999999999995,1,3
152.24000000000007,1,3
147.91,3,3
173.36999999999998,3,3
139.89,3,3
133.17,1,3
195.63,3,3
191.60999999999996,3,3
152.92999999999998,1,3
171.30999999999997,3,3
161.89000000000004,1,3
